"","ROR_id","name","GRID_id"
"70","https://ror.org/01eezs655","University of Regensburg","grid.7727.5"
"71","https://ror.org/05kkv3f82","Bundeswehr University Munich","grid.7752.7"
"72","https://ror.org/00613ak93","University of Wuppertal","grid.7787.f"
"73","https://ror.org/04cvxnb49","Goethe University Frankfurt","grid.7839.5"
"74","https://ror.org/04t3en479","Karlsruhe Institute of Technology","grid.7892.4"
"75","https://ror.org/00fbnyb24","University of Würzburg","grid.8379.5"
"76","https://ror.org/02nv7yv05","Forschungszentrum Jülich","grid.8385.6"
"77","https://ror.org/02phevt59","Fraunhofer Institute for Wind Energy Systems","grid.8440.8"
"78","https://ror.org/0050vmv35","German Institute for Economic Research","grid.8465.f"
"79","https://ror.org/033eqas34","University of Giessen","grid.8664.c"
"80","https://ror.org/02wxx3e24","Brandenburg University of Technology","grid.8842.6"
"81","https://ror.org/05gqaka33","Martin Luther University Halle-Wittenberg","grid.9018.0"
"82","https://ror.org/00g30e956","Universität Hamburg","grid.9026.d"
"83","https://ror.org/0304hq317","Leibniz University Hannover","grid.9122.8"
"84","https://ror.org/02f9det96","University of Hildesheim","grid.9463.8"
"85","https://ror.org/00b1c9541","University of Hohenheim","grid.9464.f"
"86","https://ror.org/05qpz1x62","Friedrich Schiller University Jena","grid.9613.d"
"87","https://ror.org/03s7gtk40","Leipzig University","grid.9647.c"
"88","https://ror.org/04v76ef78","Kiel University","grid.9764.c"
"89","https://ror.org/0546hnb39","University of Konstanz","grid.9811.1"
"90","https://ror.org/02w2y2t16","Leuphana University of Lüneburg","grid.10211.33"
"91","https://ror.org/01rdrb571","Philipp University of Marburg","grid.10253.35"
"92","https://ror.org/041nas322","University of Bonn","grid.10388.32"
"93","https://ror.org/03a1kwz48","University of Tübingen","grid.10392.39"
"94","https://ror.org/00a99v816","GABO:mi","grid.10404.31"
"95","https://ror.org/00f2yqf98","Hannover Medical School","grid.10423.34"
"96","https://ror.org/03zdwsf69","University of Rostock","grid.10493.3f"
"97","https://ror.org/04qmmjx98","Osnabrück University","grid.10854.38"
"98","https://ror.org/032e6b942","Alfred Wegener Institute for Polar and Marine Research","grid.10894.34"
"99","https://ror.org/05ydjnb78","University of Passau","grid.11046.32"
"100","https://ror.org/00mr84n67","Johann Heinrich von Thünen-Institut","grid.11081.39"
"101","https://ror.org/03bnmw459","University of Potsdam","grid.11348.3f"
"102","https://ror.org/00fkqwx76","Hamburg University of Applied Sciences","grid.11500.35"
"103","https://ror.org/01jdpyv68","Saarland University","grid.11749.3a"
"104","https://ror.org/04xrarz80","Deutsche Bahn (Germany)","grid.12337.34"
"105","https://ror.org/02778hg05","University of Trier","grid.12391.38"
"106","https://ror.org/01zbg3a43","WIP - Renewable Energies","grid.13327.34"
"107","https://ror.org/03k0z2z93","Social Science Research Center Berlin","grid.13388.31"
"108","https://ror.org/02qnsw591","Centre for European Economic Research","grid.13414.33"
"109","https://ror.org/014x8q810","Zentrum für Sonnenenergie- und Wasserstoff-Forschung Baden-Württemberg","grid.13428.3c"
"110","https://ror.org/01zgy1s35","University Medical Center Hamburg-Eppendorf","grid.13648.38"
"111","https://ror.org/01k5qnb77","Robert Koch Institute","grid.13652.33"
"112","https://ror.org/01ngpvg12","Max Planck Institute for Iron Research","grid.13829.31"
"113","https://ror.org/022d5qt08","Julius Kühn-Institut","grid.13946.39"
"114","https://ror.org/05vs9tj88","BMW (Germany)","grid.14039.3f"
"115","https://ror.org/046ak2485","Freie Universität Berlin","grid.14095.39"
"116","https://ror.org/006k2kk72","Düsseldorf University Hospital","grid.14778.3d"
"117","https://ror.org/04zb59n70","Leibniz Institute for Solid State and Materials Research","grid.14841.38"
"118","https://ror.org/02yrs2n53","Jacobs University","grid.15078.3b"
"119","https://ror.org/01xnwqx93","University Hospital Bonn","grid.15090.3d"
"120","https://ror.org/04jc43x05","Rechts der Isar Hospital","grid.15474.33"
"121","https://ror.org/04d77de73","Federal Institute for Geosciences and Natural Resources","grid.15606.34"
"122","https://ror.org/02h2x0161","GEOMAR Helmholtz Centre for Ocean Research Kiel","grid.15649.3f"
"123","https://ror.org/01856cw59","University Hospital Münster","grid.16149.3b"
"124","https://ror.org/027tvqf96","CAS Software (Germany)","grid.17268.3a"
"125","https://ror.org/01ayc5b57","German Research Centre for Artificial Intelligence","grid.17272.31"
"126","https://ror.org/05jeza980","Rolls-Royce (Germany)","grid.17568.3d"
"127","https://ror.org/03dsc8d33","Systems, Applications & Products in Data Processing (Germany)","grid.19008.30"
"128","https://ror.org/02m11x738","Furtwangen University","grid.21051.37"
"129","https://ror.org/026452768","PTV Group (Germany)","grid.22526.31"
"130","https://ror.org/04ejkkg63","Ecologic Institute","grid.22859.34"
"131","https://ror.org/017vgxg86","Ford (Germany)","grid.23284.3f"
"132","https://ror.org/04z8jg394","Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences","grid.23731.34"
"133","https://ror.org/03qjp1d79","Helmholtz-Zentrum Geesthacht Centre for Materials and Coastal Research","grid.24999.3f"
"134","https://ror.org/01ry6tw68","Balance Technology Consulting","grid.27024.33"
"135","https://ror.org/01818mf51","Messerschmitt-Bölkow-Blohm (Germany)","grid.27029.3e"
"136","https://ror.org/0189raq88","German Sport University Cologne","grid.27593.3a"
"137","https://ror.org/00fpw9a48","Hamburgische Schiffbau-Versuchsanstalt (Germany)","grid.28121.38"
"138","https://ror.org/0416m3683","Institut für Rundfunktechnik","grid.28367.38"
"139","https://ror.org/02hm3sf87","European Institute For Research and Strategic Studies In Telecommunications","grid.28368.37"
"140","https://ror.org/00m8prc86","Deutsche Telekom (Germany)","grid.28390.30"
"141","https://ror.org/04kdh6x72","Research Center for Information Technology","grid.28541.3a"
"142","https://ror.org/00bkxry42","Fraunhofer Institute for Microengineering and Microsystems","grid.28894.3f"
"143","https://ror.org/03ep3q589","Institute for Composite Materials","grid.29160.3c"
"144","https://ror.org/04y28m257","SOLINET","grid.30252.36"
"145","https://ror.org/02yvd4j36","Federal Office for Radiation Protection","grid.31567.36"
"146","https://ror.org/04tkkr536","University of Hagen","grid.31730.36"
"147","https://ror.org/04qae1p49","DoCoMo Communications Laboratories Europe GmbH","grid.32217.35"
"148","https://ror.org/03606hw36","University of Erfurt","grid.32801.38"
"149","https://ror.org/02msan859","European University Viadrina","grid.33018.39"
"150","https://ror.org/04d5k5771","European Institute for Energy Research","grid.33623.37"
"151","https://ror.org/02nrqs528","German Meteorological Service","grid.38275.3b"
"152","https://ror.org/046nzaj59","Federal Highway Research Institute","grid.38936.37"
"153","https://ror.org/04b2dty93","Merck (Germany)","grid.39009.33"
"154","https://ror.org/01zy2cs03","Helmholtz-Zentrum Dresden-Rossendorf","grid.40602.30"
"155","https://ror.org/033bb5z47","Bauhaus University, Weimar","grid.41315.32"
"156","https://ror.org/05dkqa017","University of Applied Sciences Kaiserslautern","grid.42283.3f"
"157","https://ror.org/01msdga41","Dornier Flugzeugwerke (Germany)","grid.44705.32"
"158","https://ror.org/02xyqwh78","FEV (Germany)","grid.45099.31"
"159","https://ror.org/040d1yx23","Senvion SE (Germany)","grid.45465.36"
"160","https://ror.org/04e8jbs38","Helmut Schmidt University","grid.49096.32"
"161","https://ror.org/05tbp1g38","Zeppelin University","grid.49791.32"
"162","https://ror.org/00qhe6a56","Miltenyi Biotec (Germany)","grid.59409.31"
"163","https://ror.org/01hsw0492","Society for Chemical Engineering and Biotechnology","grid.59914.30"
"164","https://ror.org/02g6d4t03","Gesellschaft Fur Mathematik Und Datenverarbeitung","grid.67617.31"
"165","https://ror.org/055rn2a38","Mercedes-Benz (Germany)","grid.71377.35"
"166","https://ror.org/03x516a66","Federal Institute For Materials Research and Testing","grid.71566.33"
"167","https://ror.org/03sj2jc05","Gesellschaft für Anlagen und Reaktorsicherheit","grid.72447.32"
"168","https://ror.org/045gmmg53","Max Rubner Institut","grid.72925.3b"
"169","https://ror.org/01kdvym37","Battelle-Institut ev","grid.76054.30"
"170","https://ror.org/04xbrv698","Institute for Mobile and Satellite Communication Technology","grid.125811.e"
"171","https://ror.org/0184gbk60","Steinbeis Foundation","grid.153460.5"
"172","https://ror.org/02k8cbn47","GSI Helmholtz Centre for Heavy Ion Research","grid.159791.2"
"173","https://ror.org/02jj62p13","Neanderthal Museum","grid.181108.1"
"174","https://ror.org/02m4p8096","Kempten University of Applied Sciences","grid.200773.1"
"175","https://ror.org/027pqks09","S&N (Germany)","grid.209745.d"
"176","https://ror.org/0281dp749","Helmholtz Association of German Research Centres","grid.211011.2"
"177","https://ror.org/00vxe3x87","Stuttgart Observatory","grid.248501.a"
"178","https://ror.org/035rzkx15","Jena University Hospital","grid.275559.9"
"179","https://ror.org/04a3akw68","Airbus (Germany)","grid.410308.e"
"180","https://ror.org/005kw6t15","Infineon Technologies (Germany)","grid.410337.2"
"181","https://ror.org/05dna8580","VDI/VDE Innovation + Technik","grid.410420.3"
"182","https://ror.org/00q1fsf04","University Medical Center of the Johannes Gutenberg University Mainz","grid.410607.4"
"183","https://ror.org/05emabm63","University Hospital Ulm","grid.410712.1"
"184","https://ror.org/02na8dn90","Essen University Hospital","grid.410718.b"
"185","https://ror.org/01xzwj424","HTW Berlin - University of Applied Sciences","grid.410722.2"
"186","https://ror.org/032nzv584","Universitätsklinikum Gießen und Marburg","grid.411067.5"
"187","https://ror.org/03f6n9m15","University Hospital Frankfurt","grid.411088.4"
"188","https://ror.org/03zcpvf19","University Hospitals of the Ruhr-University of Bochum","grid.411091.c"
"189","https://ror.org/02jet3w32","LMU Klinikum","grid.411095.8"
"190","https://ror.org/05mxhda18","University Hospital Cologne","grid.411097.a"
"191","https://ror.org/024z2rq82","Heinrich Heine University Düsseldorf","grid.411327.2"
"192","https://ror.org/028hv5492","University Hospital Leipzig","grid.411339.d"
"193","https://ror.org/00pjgxh97","Universitätsklinikum Tübingen","grid.411544.1"
"194","https://ror.org/03m04df46","University Hospital Magdeburg","grid.411559.d"
"195","https://ror.org/0030f2a11","Universitätsklinikum Erlangen","grid.411668.c"
"196","https://ror.org/03pvr2g57","University Hospital Würzburg","grid.411760.5"
"197","https://ror.org/05sxbyd35","University Medical Centre Mannheim","grid.411778.c"
"198","https://ror.org/00nvxt968","Universitätsklinikum des Saarlandes","grid.411937.9"
"199","https://ror.org/01226dv09","University Hospital Regensburg","grid.411941.8"
"200","https://ror.org/021ft0n22","Universitätsmedizin Göttingen","grid.411984.1"
"201","https://ror.org/04za5zm41","University Hospital Carl Gustav Carus","grid.412282.f"
"202","https://ror.org/02gm5zw39","Universitätsklinikum Aachen","grid.412301.5"
"203","https://ror.org/02b48z609","University Cancer Center Hamburg","grid.412315.0"
"204","https://ror.org/01tvm6f46","University Hospital Schleswig-Holstein","grid.412468.d"
"205","https://ror.org/025vngs54","Greifswald University Hospital","grid.412469.c"
"206","https://ror.org/04j9bvy88","BG University Hospital Bergmannsheil GmbH","grid.412471.5"
"207","https://ror.org/01xkmcr24","Universitäts-Augenklinik Bonn","grid.412472.6"
"208","https://ror.org/00yq55g44","Witten/Herdecke University","grid.412581.b"
"209","https://ror.org/02m0p4y77","Klinikum Südstadt Rostock","grid.412642.7"
"210","https://ror.org/0125csy75","Klinikum Region Hannover","grid.412811.f"
"211","https://ror.org/015qjqf64","University of Veterinary Medicine Hannover, Foundation","grid.412970.9"
"212","https://ror.org/01rfnc002","Ernst Abbe University of Applied Sciences Jena","grid.413047.5"
"213","https://ror.org/04dm1cm79","Universitätsmedizin Rostock","grid.413108.f"
"214","https://ror.org/037wq4b75","Klinikum Ludwigshafen","grid.413225.3"
"215","https://ror.org/035xba693","Krankenhaus Dresden-Friedrichstadt","grid.413263.1"
"216","https://ror.org/01n6r0e97","Leibniz Association","grid.413453.4"
"217","https://ror.org/00tq6rn55","KRH Klinikum Nordstadt","grid.413651.4"
"218","https://ror.org/01hynnt93","Central Institute of Mental Health","grid.413757.3"
"219","https://ror.org/05nyenj39","Asklepios Klinik Barmbek","grid.413982.5"
"220","https://ror.org/05aykvr94","Augusta Krankenhaus","grid.414063.4"
"221","https://ror.org/04bqwzd17","Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit","grid.414279.d"
"222","https://ror.org/04dc8es52","Klinik Donaustauf","grid.414447.6"
"223","https://ror.org/011x7hd11","München Klinik Bogenhausen","grid.414523.5"
"224","https://ror.org/002bjfj29","München Klinik Schwabing","grid.414524.2"
"225","https://ror.org/0162saw54","Evangelisches Krankenhaus Bielefeld","grid.414649.a"
"226","https://ror.org/02qz3vm75","Institute for Quality and Efficiency in Health Care","grid.414694.a"
"227","https://ror.org/000bxzc63","Max Planck Institute for Medical Research","grid.414703.5"
"228","https://ror.org/041wfjw90","LungenClinic Grosshansdorf","grid.414769.9"
"229","https://ror.org/04y9zrf69","Bundeswehr Medical Service Academy","grid.414796.9"
"230","https://ror.org/05ex5vz81","Federal Institute for Drugs and Medical Devices","grid.414802.b"
"231","https://ror.org/01sm4s887","Federal Institute for Health Protection of Consumers and Veterinary Medicine","grid.414814.c"
"232","https://ror.org/03r30hs79","Israelitisches Krankenhaus","grid.414844.9"
"233","https://ror.org/05aem0d44","Francis Hospital","grid.415033.0"
"234","https://ror.org/04sk0bj73","Fresenius Medical Care (Germany)","grid.415062.4"
"235","https://ror.org/03zzvtn22","Klinikum im Friedrichshain","grid.415085.d"
"236","https://ror.org/00b7zsw47","Klinik Schillerhöhe","grid.415332.2"
"237","https://ror.org/05qz2jt34","Bundeswehrkrankenhaus","grid.415600.6"
"238","https://ror.org/05rpr6785","Landstuhl Regional Medical Center","grid.415784.b"
"239","https://ror.org/01j780996","Leopoldina Krankenhaus Schweinfurt","grid.415896.7"
"240","https://ror.org/034nkkr84","Robert Bosch Hospital","grid.416008.b"
"241","https://ror.org/04qj1gz53","Lukaskrankenhaus","grid.416164.0"
"242","https://ror.org/02k57ty04","Klinikum Lüneburg","grid.416312.3"
"243","https://ror.org/046vare28","St Josef Hospital","grid.416438.c"
"244","https://ror.org/053darw66","Martha-Maria Hospital","grid.416464.5"
"245","https://ror.org/02e560b93","Barmherzige Brüder Klinikum St. Elisabeth in Straubing","grid.416619.d"
"246","https://ror.org/051nxfa23","St. Franziskus Hospital","grid.416655.5"
"247","https://ror.org/04c9pv832","Krankenhaus Salem","grid.416753.2"
"248","https://ror.org/01jy3gh06","Hochrhein Institut für Rehabilitationsforschung","grid.417549.a"
"249","https://ror.org/03nzdk586","Cooperative Clinical Drug Research and Development","grid.417556.4"
"250","https://ror.org/03srd4412","Center for HIV and Hepatogastroenterology","grid.417595.b"
"251","https://ror.org/03p1zz409","Envigo (Germany)","grid.417734.2"
"252","https://ror.org/03k3ky186","Federal Institute for Risk Assessment","grid.417830.9"
"253","https://ror.org/025fw7a54","Friedrich-Loeffler-Institut","grid.417834.d"
"254","https://ror.org/05dfnrn76","IFT Institut für Therapieforschung","grid.417840.e"
"255","https://ror.org/02z95d405","Institut für Klinische Forschung und Entwicklung","grid.417855.a"
"256","https://ror.org/03je0y772","Institut für biologische Forschung","grid.417915.f"
"257","https://ror.org/01z1z7017","Forschungsinstitut für Kinderernährung","grid.417942.d"
"258","https://ror.org/03b2h3x98","Paul Gerhardt Diakonie","grid.417953.d"
"259","https://ror.org/05vmv8m79","Frankfurt Institute for Advanced Studies","grid.417999.b"
"260","https://ror.org/02afjh072","Fraunhofer Institute for Applied Optics and Precision Engineering","grid.418007.a"
"261","https://ror.org/04x45f476","Fraunhofer Institute for Cell Therapy and Immunology","grid.418008.5"
"262","https://ror.org/02byjcr11","Fraunhofer Institute for Toxicology and Experimental Medicine","grid.418009.4"
"263","https://ror.org/03j85fc72","Fraunhofer Institute for Molecular Biology and Applied Ecology","grid.418010.c"
"264","https://ror.org/04vh1tq58","Friedrich Miescher Laboratory","grid.418026.9"
"265","https://ror.org/03k9qs827","Fritz Haber Institute of the Max Planck Society","grid.418028.7"
"266","https://ror.org/0165r2y73","Max Planck Institute for Heart and Lung Research","grid.418032.c"
"267","https://ror.org/0199g0r92","Max Planck Institute for Metabolism Research","grid.418034.a"
"268","https://ror.org/016brq605","Apherese Forschungsinstitut","grid.418057.f"
"269","https://ror.org/03e76ya46","Max Planck Institute for Biophysical Chemistry","grid.418140.8"
"270","https://ror.org/0046gcs23","Max Planck Institute for Infection Biology","grid.418159.0"
"271","https://ror.org/02ks53214","Max Planck Institute for Chemical Ecology","grid.418160.a"
"272","https://ror.org/036ragn25","Research Center Borstel - Leibniz-Center for Medicine and Biosciences","grid.418187.3"
"273","https://ror.org/02n5r1g44","Leibniz Institute for Farm Animal Biology","grid.418188.c"
"274","https://ror.org/0010c1z81","Deutsche Klinik für Diagnostik","grid.418208.7"
"275","https://ror.org/01mmady97","Deutsches Herzzentrum Berlin","grid.418209.6"
"276","https://ror.org/05xdczy51","German Institute of Human Nutrition","grid.418213.d"
"277","https://ror.org/02f99v835","German Primate Center","grid.418215.b"
"278","https://ror.org/00shv0x82","German Rheumatism Research Centre","grid.418217.9"
"279","https://ror.org/039a53269","Leibniz Institute on Aging – Fritz Lipmann Institute","grid.418245.e"
"280","https://ror.org/01amarv06","v. Bodelschwing Foundation Bethel","grid.418298.e"
"281","https://ror.org/02wfxqa76","Berufsgenossenschaftliche Unfallklinik Ludwigshafen","grid.418303.d"
"282","https://ror.org/01fbde567","Max Planck Institute of Molecular Plant Physiology","grid.418390.7"
"283","https://ror.org/01bnjyq25","GP Forschungsgruppe","grid.418397.0"
"284","https://ror.org/055s37c97","Hans Knöll Institute","grid.418398.f"
"285","https://ror.org/03vpj4s62","Max Planck Institute of Molecular Physiology","grid.418441.c"
"286","https://ror.org/02wndzd81","Heart and Diabetes Center North Rhine-Westphalia","grid.418457.b"
"287","https://ror.org/02c22vc57","Leibniz Institute for Prevention Research and Epidemiology - BIPS","grid.418465.a"
"288","https://ror.org/02w6m7e50","Universitäts-Herzzentrum Freiburg-Bad Krozingen","grid.418466.9"
"289","https://ror.org/04fjkxc67","Helios Kliniken","grid.418468.7"
"290","https://ror.org/02r2q1d96","Heinrich-Pette-Institute","grid.418481.0"
"291","https://ror.org/04xmnzw38","Georg Speyer Haus","grid.418483.2"
"292","https://ror.org/05fyj0w30","Deutsche Knochenmarkspenderdatei","grid.418500.8"
"293","https://ror.org/00qay8a95","Bundeswehr Joint Medical Service","grid.418510.9"
"294","https://ror.org/019wssg97","Altana (Germany)","grid.418522.8"
"295","https://ror.org/012kqkf58","Robert Bosch Stiftung","grid.418579.6"
"296","https://ror.org/04py35477","Max Planck Institute of Biochemistry","grid.418615.f"
"297","https://ror.org/022jdjx35","Philip Morris International (Germany)","grid.418619.3"
"298","https://ror.org/05san5604","Philips (Germany)","grid.418621.8"
"299","https://ror.org/008cac740","Rhön-Klinikum","grid.418667.a"
"300","https://ror.org/00trw9c49","Fraunhofer Institute for Algorithms and Scientific Computing","grid.418688.b"
"301","https://ror.org/01zwmgk08","Leibniz Institute for Neurobiology","grid.418723.b"
"302","https://ror.org/05krxy197","Profil Institute for Metabolic Research","grid.418757.8"
"303","https://ror.org/05nywn832","Leibniz Institute for Zoo and Wildlife Research","grid.418779.4"
"304","https://ror.org/010s54n03","Leibniz-Forschungsinstitut für Molekulare Pharmakologie","grid.418832.4"
"305","https://ror.org/02se0t636","Leibniz Institute of Photonic Technology","grid.418907.3"
"306","https://ror.org/029w5ya68","European Neuroscience Institute Göttingen","grid.418928.e"
"307","https://ror.org/02skbsp27","Institute of Plant Genetics and Crop Plant Research","grid.418934.3"
"308","https://ror.org/03hv28176","Leibniz-Institut für Wissensmedien","grid.418956.7"
"309","https://ror.org/01tspta37","Leibniz Institute of Polymer Research","grid.419239.4"
"310","https://ror.org/05cj29x94","Leibniz Research Centre for Working Environment and Human Factors","grid.419241.b"
"311","https://ror.org/02jhqqg57","Leibniz Institute for Analytical Sciences - ISAS","grid.419243.9"
"312","https://ror.org/01nftxb06","Leibniz Institute of Freshwater Ecology and Inland Fisheries","grid.419247.d"
"313","https://ror.org/0086b8v72","International Neuroscience Institute","grid.419379.1"
"314","https://ror.org/04p5ggc03","Max Delbrück Center for Molecular Medicine","grid.419491.0"
"315","https://ror.org/04ek3zb20","Max Grundig Klinik","grid.419493.2"
"316","https://ror.org/02panr271","Max Planck Institute of Biophysics","grid.419494.5"
"317","https://ror.org/022jc0g24","Max Planck Institute for Developmental Biology","grid.419495.4"
"318","https://ror.org/044g3zk14","Max Planck Institute for Plant Breeding Research","grid.419498.9"
"319","https://ror.org/051yxp643","Max Planck Institute for Biogeochemistry","grid.419500.9"
"320","https://ror.org/026nmvv73","Max Planck Institute for Biological Cybernetics","grid.419501.8"
"321","https://ror.org/04xx1tc24","Max Planck Institute for Biology of Ageing","grid.419502.b"
"322","https://ror.org/02h1nk258","Max Planck Institute for Brain Research","grid.419505.c"
"323","https://ror.org/01c997669","Max Planck Institute for Chemical Physics of Solids","grid.419507.e"
"324","https://ror.org/02f5b7n18","Max Planck Institute for Chemistry","grid.419509.0"
"325","https://ror.org/02jgyam08","Max Planck Institute for Demographic Research","grid.419511.9"
"326","https://ror.org/0087djs12","Max Planck Institute for Dynamics and Self-Organization","grid.419514.c"
"327","https://ror.org/030h7k016","Max Planck Institute for Dynamics of Complex Technical Systems","grid.419517.f"
"328","https://ror.org/02a33b393","Max Planck Institute for Evolutionary Anthropology","grid.419518.0"
"329","https://ror.org/0534re684","Max Planck Institute for Evolutionary Biology","grid.419520.b"
"330","https://ror.org/04a7f6w43","Max Planck Institute of Experimental Medicine","grid.419522.9"
"331","https://ror.org/0387jng26","Max Planck Institute for Human Cognitive and Brain Sciences","grid.419524.f"
"332","https://ror.org/02pp7px91","Max Planck Institute for Human Development","grid.419526.d"
"333","https://ror.org/01w19ak89","Max Planck Institute for Informatics","grid.419528.3"
"334","https://ror.org/02385fa51","Max Planck Institute for Marine Microbiology","grid.419529.2"
"335","https://ror.org/00ez2he07","Max Planck Institute for Mathematics in the Sciences","grid.419532.8"
"336","https://ror.org/04fq9j139","Max Planck Institute for Intelligent Systems","grid.419534.e"
"337","https://ror.org/05b8d3w18","Max Planck Institute of Molecular Cell Biology and Genetics","grid.419537.d"
"338","https://ror.org/03ate3e03","Max Planck Institute for Molecular Genetics","grid.419538.2"
"339","https://ror.org/00178eg98","Max Planck Institute for Ornithology","grid.419542.f"
"340","https://ror.org/00sb7hc59","Max Planck Institute for Polymer Research","grid.419547.a"
"341","https://ror.org/04dq56617","Max Planck Institute of Psychiatry","grid.419548.5"
"342","https://ror.org/005bk2339","Max Planck Institute for Solid State Research","grid.419552.e"
